actual_cost	date	items	quantity	row_id	row_name
1740.31	2019-01-01	791	20048	01Y	NHS TAMESIDE AND GLOSSOP
1884.7	2019-01-01	885	20762	02A	NHS TRAFFORD
2287.63	2019-01-01	1084	24758	02E	NHS WARRINGTON
869.88	2019-01-01	382	9638	02G	NHS WEST LANCASHIRE
3194.11	2019-01-01	1415	36062	02H	NHS WIGAN BOROUGH
1612.19	2019-01-01	674	17881	02M	NHS FYLDE AND WYRE
1946.33	2019-01-01	886	21488	02P	NHS BARNSLEY
1231.34	2019-01-01	595	13782	02Q	NHS BASSETLAW
2886.51	2019-01-01	1261	32841	02T	NHS CALDERDALE
2950.78	2019-01-01	1340	31614	02X	NHS DONCASTER
3113.07	2019-01-01	1390	35112	02Y	NHS EAST RIDING OF YORKSHIRE
2752.33	2019-01-01	1224	33103	03F	NHS HULL
1231.17	2019-01-01	549	14175	03H	NHS NORTH EAST LINCOLNSHIRE
1559.72	2019-01-01	698	17538	03K	NHS NORTH LINCOLNSHIRE
2026.28	2019-01-01	883	23482	03L	NHS ROTHERHAM
3735.76	2019-01-01	1728	42097	03N	NHS SHEFFIELD
2828.41	2019-01-01	1340	30391	03Q	NHS VALE OF YORK
4731.54	2019-01-01	2150	54388	03R	NHS WAKEFIELD
894.5	2019-01-01	417	9810	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
793.56	2019-01-01	362	8647	04C	NHS LEICESTER CITY
1127.21	2019-01-01	495	12734	04V	NHS WEST LEICESTERSHIRE
1656.28	2019-01-01	761	18657	04Y	NHS CANNOCK CHASE
1901.06	2019-01-01	818	20927	05D	NHS EAST STAFFORDSHIRE
2676.4	2019-01-01	1148	31211	05G	NHS NORTH STAFFORDSHIRE
2168.57	2019-01-01	1001	25185	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
1477.21	2019-01-01	662	16901	05V	NHS STAFFORD AND SURROUNDS
3064.21	2019-01-01	1315	33521	05W	NHS STOKE ON TRENT
9033.37	2019-01-01	3761	98099	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
7393.54	2019-01-01	3241	83676	06K	NHS EAST AND NORTH HERTFORDSHIRE
5881.85	2019-01-01	2685	62673	06L	NHS IPSWICH AND EAST SUFFOLK
7231.69	2019-01-01	3143	81025	06N	NHS HERTS VALLEYS
3382.51	2019-01-01	1663	35773	06Q	NHS MID ESSEX
3614.14	2019-01-01	1585	39446	06T	NHS NORTH EAST ESSEX
1545.61	2019-01-01	760	16268	07G	NHS THURROCK
4149.18	2019-01-01	1871	42291	07H	NHS WEST ESSEX
3684.3	2019-01-01	1486	39409	07K	NHS WEST SUFFOLK
2017.39	2019-01-01	923	21482	09D	NHS BRIGHTON AND HOVE
4907.31	2019-01-01	2229	55174	10Q	NHS OXFORDSHIRE
2097	2019-01-01	853	22259	10R	NHS PORTSMOUTH
7963.98	2019-01-01	3447	86207	11J	NHS DORSET
7996.43	2019-01-01	3413	90791	11M	NHS GLOUCESTERSHIRE
6037.63	2019-01-01	2587	67700	11N	NHS KERNOW
4614.4	2019-01-01	1961	51907	11X	NHS SOMERSET
3265.19	2019-01-01	1427	40156	12F	NHS WIRRAL
2626.54	2019-01-01	1122	30279	13T	NHS NEWCASTLE GATESHEAD
4588.9	2019-01-01	2020	51229	14L	NHS MANCHESTER
6291.32	2019-01-01	2849	71849	14Y	NHS BUCKINGHAMSHIRE
3611.72	2019-01-01	1635	37468	15A	NHS BERKSHIRE WEST
6156.92	2019-01-01	2755	70501	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
10710.5	2019-01-01	4946	109503	15E	NHS BIRMINGHAM AND SOLIHULL
7173.02	2019-01-01	3193	83423	15F	NHS LEEDS
6181.4	2019-01-01	2908	67143	15M	NHS DERBY AND DERBYSHIRE
9199.02	2019-01-01	4026	103955	15N	NHS DEVON
5234.76	2019-01-01	2247	63093	16C	NHS TEES VALLEY
7739.06	2019-01-01	3533	82662	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
13345.94	2019-01-01	5784	147645	26A	NHS NORFOLK AND WAVENEY
7658.21	2019-01-01	3316	90926	27D	NHS CHESHIRE
6130.73	2019-01-01	2793	67501	36J	NHS BRADFORD DISTRICT AND CRAVEN
11213.81	2019-01-01	5014	120013	36L	NHS SOUTH WEST LONDON
4031.97	2019-01-01	1916	42984	42D	NHS NORTH YORKSHIRE
8202.26	2019-01-01	3707	89026	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
9542.93	2019-01-01	4175	107102	70F	NHS WEST SUSSEX
6751.67	2019-01-01	3120	72443	71E	NHS LINCOLNSHIRE
12312.31	2019-01-01	5663	131360	72Q	NHS SOUTH EAST LONDON
6095.32	2019-01-01	2836	68485	78H	NHS NORTHAMPTONSHIRE
3467.98	2019-01-01	1605	38744	84H	NHS COUNTY DURHAM
17792.67	2019-01-01	7982	195662	91Q	NHS KENT AND MEDWAY
11160.42	2019-01-01	4983	124353	92A	NHS SURREY HEARTLANDS
7443.26	2019-01-01	3397	83702	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
11112.13	2019-01-01	4990	116856	93C	NHS NORTH CENTRAL LONDON
6745.73	2019-01-01	2787	75968	97R	NHS EAST SUSSEX
5079.77	2019-01-01	2203	56774	99A	NHS LIVERPOOL
1073.2	2019-01-01	486	11412	99C	NHS NORTH TYNESIDE
2310.75	2019-01-01	1104	24449	99E	NHS BASILDON AND BRENTWOOD
1346.66	2019-01-01	635	12975	99F	NHS CASTLE POINT AND ROCHFORD
1406.74	2019-01-01	666	15203	99G	NHS SOUTHEND
13521.24	2019-01-01	6322	137193	A3A8R	NHS NORTH EAST LONDON
9434.99	2019-01-01	4263	100955	B2M3M	NHS COVENTRY AND WARWICKSHIRE
9766.92	2019-01-01	4376	106925	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
6746.74	2019-01-01	3171	70053	D4U1Y	NHS FRIMLEY
11439.73	2019-01-01	5110	122708	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
10645.88	2019-01-01	4935	120381	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
2118.34	2019-01-01	847	23643	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
17636.43	2019-01-01	8128	190610	W2U3Z	NHS NORTH WEST LONDON
5109.88	2019-01-01	2262	58161	X2C4Y	NHS KIRKLEES
1558.12	2019-02-01	671	17893	00L	NHS NORTHUMBERLAND
691.66	2019-02-01	303	8072	00N	NHS SOUTH TYNESIDE
1038.47	2019-02-01	481	10889	00P	NHS SUNDERLAND
1525.76	2019-02-01	702	17352	00Q	NHS BLACKBURN WITH DARWEN
989.39	2019-02-01	408	11518	00R	NHS BLACKPOOL
2032.33	2019-02-01	854	22435	00T	NHS BOLTON
1580.17	2019-02-01	697	17502	00V	NHS BURY
1557.68	2019-02-01	653	20179	00X	NHS CHORLEY AND SOUTH RIBBLE
1741.2	2019-02-01	762	20694	00Y	NHS OLDHAM
3574.48	2019-02-01	1574	45163	01A	NHS EAST LANCASHIRE
1251.64	2019-02-01	559	14873	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
1945.4	2019-02-01	820	24094	01E	NHS GREATER PRESTON
1446.65	2019-02-01	608	19082	01F	NHS HALTON
1608.83	2019-02-01	726	18887	01G	NHS SALFORD
3212.05	2019-02-01	1276	41416	01H	NHS NORTH CUMBRIA
1569.03	2019-02-01	631	19776	01J	NHS KNOWSLEY
3136.53	2019-02-01	1298	37001	01K	NHS MORECAMBE BAY
1536.69	2019-02-01	641	19810	01T	NHS SOUTH SEFTON
1337.82	2019-02-01	538	17098	01V	NHS SOUTHPORT AND FORMBY
1719.89	2019-02-01	752	20883	01W	NHS STOCKPORT
2176.46	2019-02-01	911	28766	01X	NHS ST HELENS
1387.86	2019-02-01	612	17224	01Y	NHS TAMESIDE AND GLOSSOP
1757.8	2019-02-01	736	20285	02A	NHS TRAFFORD
2119.67	2019-02-01	936	24336	02E	NHS WARRINGTON
752.37	2019-02-01	324	8728	02G	NHS WEST LANCASHIRE
2590.75	2019-02-01	1136	30595	02H	NHS WIGAN BOROUGH
1446.53	2019-02-01	583	17328	02M	NHS FYLDE AND WYRE
1743.51	2019-02-01	732	18906	02P	NHS BARNSLEY
1073.19	2019-02-01	495	12283	02Q	NHS BASSETLAW
2298.18	2019-02-01	1053	26790	02T	NHS CALDERDALE
2278.38	2019-02-01	1038	25767	02X	NHS DONCASTER
2641.72	2019-02-01	1122	31096	02Y	NHS EAST RIDING OF YORKSHIRE
2100.5	2019-02-01	920	26102	03F	NHS HULL
1006.17	2019-02-01	453	12313	03H	NHS NORTH EAST LINCOLNSHIRE
1267.71	2019-02-01	590	14169	03K	NHS NORTH LINCOLNSHIRE
1607.23	2019-02-01	696	19710	03L	NHS ROTHERHAM
3396.48	2019-02-01	1485	40672	03N	NHS SHEFFIELD
2570.04	2019-02-01	1137	29210	03Q	NHS VALE OF YORK
3813.08	2019-02-01	1726	44417	03R	NHS WAKEFIELD
732.61	2019-02-01	317	7961	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
709.04	2019-02-01	325	8165	04C	NHS LEICESTER CITY
876.93	2019-02-01	392	10206	04V	NHS WEST LEICESTERSHIRE
1307.74	2019-02-01	565	15238	04Y	NHS CANNOCK CHASE
1396.52	2019-02-01	599	17158	05D	NHS EAST STAFFORDSHIRE
2332.7	2019-02-01	1022	29916	05G	NHS NORTH STAFFORDSHIRE
1938.83	2019-02-01	811	22047	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
1210.06	2019-02-01	548	13957	05V	NHS STAFFORD AND SURROUNDS
2672.02	2019-02-01	1113	32808	05W	NHS STOKE ON TRENT
8486.9	2019-02-01	3587	97551	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
6044.61	2019-02-01	2697	70828	06K	NHS EAST AND NORTH HERTFORDSHIRE
4613.34	2019-02-01	1994	51456	06L	NHS IPSWICH AND EAST SUFFOLK
6250.4	2019-02-01	2688	73680	06N	NHS HERTS VALLEYS
3047.06	2019-02-01	1396	33021	06Q	NHS MID ESSEX
3477.77	2019-02-01	1427	37473	06T	NHS NORTH EAST ESSEX
1272.7	2019-02-01	578	14126	07G	NHS THURROCK
3721.69	2019-02-01	1565	39146	07H	NHS WEST ESSEX
3307.39	2019-02-01	1305	33720	07K	NHS WEST SUFFOLK
1742.68	2019-02-01	768	20087	09D	NHS BRIGHTON AND HOVE
4242.8	2019-02-01	1896	48376	10Q	NHS OXFORDSHIRE
1858.01	2019-02-01	775	22166	10R	NHS PORTSMOUTH
6799.85	2019-02-01	2978	76315	11J	NHS DORSET
6412.17	2019-02-01	2761	73646	11M	NHS GLOUCESTERSHIRE
5395.12	2019-02-01	2306	62287	11N	NHS KERNOW
3765.52	2019-02-01	1569	43189	11X	NHS SOMERSET
2966.02	2019-02-01	1214	37742	12F	NHS WIRRAL
2152.82	2019-02-01	908	24521	13T	NHS NEWCASTLE GATESHEAD
3913.39	2019-02-01	1671	47757	14L	NHS MANCHESTER
5091.8	2019-02-01	2232	61080	14Y	NHS BUCKINGHAMSHIRE
3260.92	2019-02-01	1412	34858	15A	NHS BERKSHIRE WEST
4961.79	2019-02-01	2179	59061	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
8846.16	2019-02-01	4016	95407	15E	NHS BIRMINGHAM AND SOLIHULL
6329.02	2019-02-01	2729	77492	15F	NHS LEEDS
5192.24	2019-02-01	2367	57104	15M	NHS DERBY AND DERBYSHIRE
8205.39	2019-02-01	3408	97249	15N	NHS DEVON
4670.52	2019-02-01	1915	57300	16C	NHS TEES VALLEY
6477.24	2019-02-01	2858	72338	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
11540.2	2019-02-01	4980	132111	26A	NHS NORFOLK AND WAVENEY
6504.09	2019-02-01	2729	78521	27D	NHS CHESHIRE
5174.59	2019-02-01	2322	58964	36J	NHS BRADFORD DISTRICT AND CRAVEN
9291.81	2019-02-01	4170	103208	36L	NHS SOUTH WEST LONDON
3216.02	2019-02-01	1503	35539	42D	NHS NORTH YORKSHIRE
6577.3	2019-02-01	2921	73535	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
7721.3	2019-02-01	3369	88935	70F	NHS WEST SUSSEX
5943.25	2019-02-01	2675	67085	71E	NHS LINCOLNSHIRE
10805.26	2019-02-01	4814	122762	72Q	NHS SOUTH EAST LONDON
5622.63	2019-02-01	2513	65670	78H	NHS NORTHAMPTONSHIRE
3231.65	2019-02-01	1413	37868	84H	NHS COUNTY DURHAM
14584.34	2019-02-01	6537	165622	91Q	NHS KENT AND MEDWAY
9118.19	2019-02-01	4058	104806	92A	NHS SURREY HEARTLANDS
6846.09	2019-02-01	2952	81093	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
9821.93	2019-02-01	4351	107487	93C	NHS NORTH CENTRAL LONDON
5470.58	2019-02-01	2228	63939	97R	NHS EAST SUSSEX
4288.01	2019-02-01	1756	50486	99A	NHS LIVERPOOL
933.92	2019-02-01	402	9669	99C	NHS NORTH TYNESIDE
1852.94	2019-02-01	872	20764	99E	NHS BASILDON AND BRENTWOOD
1295.48	2019-02-01	604	12487	99F	NHS CASTLE POINT AND ROCHFORD
1160.86	2019-02-01	543	12749	99G	NHS SOUTHEND
11635.64	2019-02-01	5251	122191	A3A8R	NHS NORTH EAST LONDON
7767.78	2019-02-01	3547	84488	B2M3M	NHS COVENTRY AND WARWICKSHIRE
8118.63	2019-02-01	3552	93810	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
6039.81	2019-02-01	2705	65397	D4U1Y	NHS FRIMLEY
10459.16	2019-02-01	4553	117529	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
9027.83	2019-02-01	4189	103034	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
1945.37	2019-02-01	742	21168	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
15230.79	2019-02-01	6878	171466	W2U3Z	NHS NORTH WEST LONDON
4246.44	2019-02-01	1816	49680	X2C4Y	NHS KIRKLEES
1483.81	2019-03-01	699	15754	00L	NHS NORTHUMBERLAND
762.31	2019-03-01	341	8356	00N	NHS SOUTH TYNESIDE
1076.46	2019-03-01	490	12665	00P	NHS SUNDERLAND
1549.18	2019-03-01	699	18598	00Q	NHS BLACKBURN WITH DARWEN
858.76	2019-03-01	377	9761	00R	NHS BLACKPOOL
1989.15	2019-03-01	819	23870	00T	NHS BOLTON
1626.04	2019-03-01	694	19856	00V	NHS BURY
1599.68	2019-03-01	661	21223	00X	NHS CHORLEY AND SOUTH RIBBLE
1549.36	2019-03-01	696	18719	00Y	NHS OLDHAM
3322.48	2019-03-01	1455	42184	01A	NHS EAST LANCASHIRE
1192.89	2019-03-01	523	14283	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
1722.41	2019-03-01	766	21328	01E	NHS GREATER PRESTON
1422.35	2019-03-01	598	18344	01F	NHS HALTON
1578.45	2019-03-01	703	18341	01G	NHS SALFORD
2915.97	2019-03-01	1175	36158	01H	NHS NORTH CUMBRIA
1504.68	2019-03-01	653	18656	01J	NHS KNOWSLEY
2774.18	2019-03-01	1192	31476	01K	NHS MORECAMBE BAY
1469	2019-03-01	634	17448	01T	NHS SOUTH SEFTON
1249.49	2019-03-01	531	15689	01V	NHS SOUTHPORT AND FORMBY
1617.8	2019-03-01	703	20329	01W	NHS STOCKPORT
2042.53	2019-03-01	844	27041	01X	NHS ST HELENS
1343.56	2019-03-01	580	17009	01Y	NHS TAMESIDE AND GLOSSOP
1485.09	2019-03-01	659	16701	02A	NHS TRAFFORD
1914.51	2019-03-01	836	23771	02E	NHS WARRINGTON
707.83	2019-03-01	303	8437	02G	NHS WEST LANCASHIRE
2386.42	2019-03-01	1036	27764	02H	NHS WIGAN BOROUGH
1299.22	2019-03-01	537	15833	02M	NHS FYLDE AND WYRE
1540.52	2019-03-01	656	17472	02P	NHS BARNSLEY
913.84	2019-03-01	434	10422	02Q	NHS BASSETLAW
2229.39	2019-03-01	987	27005	02T	NHS CALDERDALE
2111.3	2019-03-01	970	24269	02X	NHS DONCASTER
2401.15	2019-03-01	1064	26799	02Y	NHS EAST RIDING OF YORKSHIRE
2229.48	2019-03-01	920	28182	03F	NHS HULL
904.7	2019-03-01	396	10849	03H	NHS NORTH EAST LINCOLNSHIRE
1095.38	2019-03-01	516	12413	03K	NHS NORTH LINCOLNSHIRE
1546.37	2019-03-01	657	18726	03L	NHS ROTHERHAM
3377.46	2019-03-01	1482	40509	03N	NHS SHEFFIELD
2264.6	2019-03-01	1062	24302	03Q	NHS VALE OF YORK
3738	2019-03-01	1625	45235	03R	NHS WAKEFIELD
773.07	2019-03-01	356	8488	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
708.44	2019-03-01	331	7654	04C	NHS LEICESTER CITY
940.41	2019-03-01	408	10837	04V	NHS WEST LEICESTERSHIRE
1406.55	2019-03-01	620	16951	04Y	NHS CANNOCK CHASE
1392.21	2019-03-01	566	15892	05D	NHS EAST STAFFORDSHIRE
2337.88	2019-03-01	1011	28714	05G	NHS NORTH STAFFORDSHIRE
1847.18	2019-03-01	784	22316	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
1205.54	2019-03-01	543	14983	05V	NHS STAFFORD AND SURROUNDS
2667.67	2019-03-01	1144	33457	05W	NHS STOKE ON TRENT
7643.95	2019-03-01	3190	86383	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
6032.09	2019-03-01	2555	71912	06K	NHS EAST AND NORTH HERTFORDSHIRE
4641.18	2019-03-01	2052	53226	06L	NHS IPSWICH AND EAST SUFFOLK
6175.87	2019-03-01	2608	71693	06N	NHS HERTS VALLEYS
2563.24	2019-03-01	1212	27588	06Q	NHS MID ESSEX
3032.48	2019-03-01	1282	32542	06T	NHS NORTH EAST ESSEX
1253.08	2019-03-01	568	14422	07G	NHS THURROCK
3473.55	2019-03-01	1472	36836	07H	NHS WEST ESSEX
2937.02	2019-03-01	1188	31737	07K	NHS WEST SUFFOLK
1709.78	2019-03-01	773	18457	09D	NHS BRIGHTON AND HOVE
4082.54	2019-03-01	1777	46351	10Q	NHS OXFORDSHIRE
