actual_cost	date	items	quantity	row_id	row_name
370.45	2018-12-01	8	170	15A	NHS BERKSHIRE WEST
2092.43	2018-12-01	83	1003	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
1204.51	2018-12-01	54	732	15E	NHS BIRMINGHAM AND SOLIHULL
698.08	2018-12-01	34	372	15F	NHS LEEDS
577.6	2018-12-01	29	379	15M	NHS DERBY AND DERBYSHIRE
8164.86	2018-12-01	331	4564	15N	NHS DEVON
399.04	2018-12-01	13	183	16C	NHS TEES VALLEY
381.19	2018-12-01	17	205	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
92.38	2018-12-01	3	128	26A	NHS NORFOLK AND WAVENEY
650.14	2018-12-01	25	367	27D	NHS CHESHIRE
832.39	2018-12-01	33	434	36J	NHS BRADFORD DISTRICT AND CRAVEN
528.77	2018-12-01	16	266	36L	NHS SOUTH WEST LONDON
500.56	2018-12-01	11	265	42D	NHS NORTH YORKSHIRE
1194.24	2018-12-01	48	688	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1125.99	2018-12-01	50	562	70F	NHS WEST SUSSEX
355.32	2018-12-01	16	237	71E	NHS LINCOLNSHIRE
732.07	2018-12-01	31	388	72Q	NHS SOUTH EAST LONDON
566.67	2018-12-01	13	318	78H	NHS NORTHAMPTONSHIRE
235.23	2018-12-01	10	185	84H	NHS COUNTY DURHAM
1977.47	2018-12-01	76	986	91Q	NHS KENT AND MEDWAY
961.25	2018-12-01	30	540	92A	NHS SURREY HEARTLANDS
356.63	2018-12-01	6	183	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
934.01	2018-12-01	34	524	93C	NHS NORTH CENTRAL LONDON
289.35	2018-12-01	10	170	97R	NHS EAST SUSSEX
210.01	2018-12-01	12	125	99A	NHS LIVERPOOL
141.01	2018-12-01	3	84	99C	NHS NORTH TYNESIDE
85.1	2018-12-01	4	39	99E	NHS BASILDON AND BRENTWOOD
320.89	2018-12-01	11	148	99F	NHS CASTLE POINT AND ROCHFORD
56.06	2018-12-01	3	45	99G	NHS SOUTHEND
1473.74	2018-12-01	47	728	A3A8R	NHS NORTH EAST LONDON
724.7	2018-12-01	20	394	B2M3M	NHS COVENTRY AND WARWICKSHIRE
1501.32	2018-12-01	56	946	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
555.1	2018-12-01	20	275	D4U1Y	NHS FRIMLEY
861.72	2018-12-01	23	451	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
1097.63	2018-12-01	46	604	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
220.1	2018-12-01	6	101	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
2042.56	2018-12-01	73	1154	W2U3Z	NHS NORTH WEST LONDON
148.55	2018-12-01	7	75	X2C4Y	NHS KIRKLEES
103.02	2019-01-01	4	47	00L	NHS NORTHUMBERLAND
90.02	2019-01-01	4	70	00N	NHS SOUTH TYNESIDE
46.19	2019-01-01	2	21	00P	NHS SUNDERLAND
55.3	2019-01-01	3	39	00Q	NHS BLACKBURN WITH DARWEN
179.95	2019-01-01	7	82	00R	NHS BLACKPOOL
644.3	2019-01-01	27	294	00T	NHS BOLTON
520.82	2019-01-01	25	237	00V	NHS BURY
102.17	2019-01-01	7	56	00X	NHS CHORLEY AND SOUTH RIBBLE
892.56	2019-01-01	29	426	00Y	NHS OLDHAM
206.18	2019-01-01	5	94	01A	NHS EAST LANCASHIRE
713.81	2019-01-01	25	325	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
307.38	2019-01-01	11	169	01E	NHS GREATER PRESTON
153.65	2019-01-01	4	70	01F	NHS HALTON
287.92	2019-01-01	11	145	01G	NHS SALFORD
127.77	2019-01-01	6	72	01H	NHS NORTH CUMBRIA
61.5	2019-01-01	2	28	01J	NHS KNOWSLEY
801.8	2019-01-01	29	365	01K	NHS MORECAMBE BAY
237.17	2019-01-01	8	108	01T	NHS SOUTH SEFTON
204.11	2019-01-01	6	93	01V	NHS SOUTHPORT AND FORMBY
307.41	2019-01-01	9	140	01W	NHS STOCKPORT
37.34	2019-01-01	2	17	01X	NHS ST HELENS
403.96	2019-01-01	13	184	01Y	NHS TAMESIDE AND GLOSSOP
174.74	2019-01-01	10	103	02A	NHS TRAFFORD
530.33	2019-01-01	8	242	02E	NHS WARRINGTON
9.54	2019-01-01	1	14	02G	NHS WEST LANCASHIRE
174.2	2019-01-01	9	89	02H	NHS WIGAN BOROUGH
363.5	2019-01-01	15	192	02M	NHS FYLDE AND WYRE
106.6	2019-01-01	8	81	02P	NHS BARNSLEY
51.02	2019-01-01	3	28	02Q	NHS BASSETLAW
251.34	2019-01-01	7	134	02T	NHS CALDERDALE
544.45	2019-01-01	15	294	02X	NHS DONCASTER
109.68	2019-01-01	4	50	02Y	NHS EAST RIDING OF YORKSHIRE
54.84	2019-01-01	2	25	03F	NHS HULL
46.31	2019-01-01	3	21	03H	NHS NORTH EAST LINCOLNSHIRE
113.84	2019-01-01	3	52	03K	NHS NORTH LINCOLNSHIRE
34.52	2019-01-01	3	35	03L	NHS ROTHERHAM
64.4	2019-01-01	4	39	03N	NHS SHEFFIELD
627.2	2019-01-01	18	286	03Q	NHS VALE OF YORK
470.65	2019-01-01	19	269	03R	NHS WAKEFIELD
415.3	2019-01-01	14	199	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
209.51	2019-01-01	13	179	04C	NHS LEICESTER CITY
494.94	2019-01-01	16	238	04V	NHS WEST LEICESTERSHIRE
289.77	2019-01-01	11	222	04Y	NHS CANNOCK CHASE
392.01	2019-01-01	15	198	05G	NHS NORTH STAFFORDSHIRE
165.5	2019-01-01	7	85	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
9.54	2019-01-01	1	14	05V	NHS STAFFORD AND SURROUNDS
628.83	2019-01-01	25	306	05W	NHS STOKE ON TRENT
351.93	2019-01-01	14	253	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
226.33	2019-01-01	8	123	06K	NHS EAST AND NORTH HERTFORDSHIRE
193.22	2019-01-01	7	102	06L	NHS IPSWICH AND EAST SUFFOLK
357.44	2019-01-01	10	264	06N	NHS HERTS VALLEYS
272.01	2019-01-01	11	124	06Q	NHS MID ESSEX
545.18	2019-01-01	15	251	06T	NHS NORTH EAST ESSEX
8.86	2019-01-01	1	4	07G	NHS THURROCK
353.93	2019-01-01	16	177	07H	NHS WEST ESSEX
85.17	2019-01-01	6	61	07K	NHS WEST SUFFOLK
120.3	2019-01-01	5	84	09D	NHS BRIGHTON AND HOVE
472	2019-01-01	14	267	10Q	NHS OXFORDSHIRE
18.98	2019-01-01	1	28	10R	NHS PORTSMOUTH
457.77	2019-01-01	14	280	11J	NHS DORSET
2077.64	2019-01-01	80	1117	11M	NHS GLOUCESTERSHIRE
3016.38	2019-01-01	121	1743	11N	NHS KERNOW
681.82	2019-01-01	14	340	11X	NHS SOMERSET
1272.91	2019-01-01	58	629	12F	NHS WIRRAL
55.05	2019-01-01	3	25	13T	NHS NEWCASTLE GATESHEAD
1637.8	2019-01-01	55	785	14L	NHS MANCHESTER
286.83	2019-01-01	12	150	14Y	NHS BUCKINGHAMSHIRE
81.43	2019-01-01	4	37	15A	NHS BERKSHIRE WEST
2596.58	2019-01-01	101	1291	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
1452	2019-01-01	56	755	15E	NHS BIRMINGHAM AND SOLIHULL
974.56	2019-01-01	43	552	15F	NHS LEEDS
674.94	2019-01-01	30	439	15M	NHS DERBY AND DERBYSHIRE
7740.54	2019-01-01	349	4326	15N	NHS DEVON
199.34	2019-01-01	7	131	16C	NHS TEES VALLEY
455.04	2019-01-01	23	248	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
230.03	2019-01-01	3	105	26A	NHS NORFOLK AND WAVENEY
912.12	2019-01-01	37	477	27D	NHS CHESHIRE
840.87	2019-01-01	31	527	36J	NHS BRADFORD DISTRICT AND CRAVEN
696.87	2019-01-01	22	387	36L	NHS SOUTH WEST LONDON
456.15	2019-01-01	16	241	42D	NHS NORTH YORKSHIRE
2171.1	2019-01-01	62	1212	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1789.95	2019-01-01	74	896	70F	NHS WEST SUSSEX
366.26	2019-01-01	13	300	71E	NHS LINCOLNSHIRE
1044.24	2019-01-01	36	518	72Q	NHS SOUTH EAST LONDON
516.33	2019-01-01	15	295	78H	NHS NORTHAMPTONSHIRE
524.43	2019-01-01	20	311	84H	NHS COUNTY DURHAM
2799.66	2019-01-01	112	1335	91Q	NHS KENT AND MEDWAY
1086.46	2019-01-01	44	672	92A	NHS SURREY HEARTLANDS
443.23	2019-01-01	15	277	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
909.25	2019-01-01	42	553	93C	NHS NORTH CENTRAL LONDON
417.39	2019-01-01	14	211	97R	NHS EAST SUSSEX
271.57	2019-01-01	13	190	99A	NHS LIVERPOOL
43.78	2019-01-01	1	20	99C	NHS NORTH TYNESIDE
142.9	2019-01-01	7	79	99E	NHS BASILDON AND BRENTWOOD
72.95	2019-01-01	3	34	99F	NHS CASTLE POINT AND ROCHFORD
131.84	2019-01-01	6	74	99G	NHS SOUTHEND
1253.18	2019-01-01	51	657	A3A8R	NHS NORTH EAST LONDON
422.33	2019-01-01	12	293	B2M3M	NHS COVENTRY AND WARWICKSHIRE
1538.4	2019-01-01	69	855	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
900.91	2019-01-01	28	430	D4U1Y	NHS FRIMLEY
846.95	2019-01-01	23	429	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
1870.7	2019-01-01	72	1240	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
46.19	2019-01-01	2	21	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
1827.4	2019-01-01	60	972	W2U3Z	NHS NORTH WEST LONDON
255.42	2019-01-01	12	126	X2C4Y	NHS KIRKLEES
106.57	2019-02-01	5	53	00L	NHS NORTHUMBERLAND
58.75	2019-02-01	2	38	00N	NHS SOUTH TYNESIDE
38.82	2019-02-01	2	28	00P	NHS SUNDERLAND
87.67	2019-02-01	3	48	00Q	NHS BLACKBURN WITH DARWEN
202.49	2019-02-01	7	107	00R	NHS BLACKPOOL
389.59	2019-02-01	17	198	00T	NHS BOLTON
602	2019-02-01	28	305	00V	NHS BURY
173.06	2019-02-01	9	91	00X	NHS CHORLEY AND SOUTH RIBBLE
957.05	2019-02-01	35	477	00Y	NHS OLDHAM
28.17	2019-02-01	2	14	01A	NHS EAST LANCASHIRE
516.58	2019-02-01	19	260	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
373.93	2019-02-01	15	201	01E	NHS GREATER PRESTON
84.43	2019-02-01	5	42	01F	NHS HALTON
178.93	2019-02-01	9	107	01G	NHS SALFORD
131.65	2019-02-01	7	73	01H	NHS NORTH CUMBRIA
20.05	2019-02-01	1	10	01J	NHS KNOWSLEY
427.98	2019-02-01	18	219	01K	NHS MORECAMBE BAY
132.6	2019-02-01	4	66	01T	NHS SOUTH SEFTON
48.22	2019-02-01	2	24	01V	NHS SOUTHPORT AND FORMBY
204.98	2019-02-01	7	102	01W	NHS STOCKPORT
14.14	2019-02-01	1	7	01X	NHS ST HELENS
301.78	2019-02-01	14	150	01Y	NHS TAMESIDE AND GLOSSOP
316.65	2019-02-01	13	159	02A	NHS TRAFFORD
272.39	2019-02-01	7	140	02E	NHS WARRINGTON
72.39	2019-02-01	4	36	02H	NHS WIGAN BOROUGH
303.27	2019-02-01	12	164	02M	NHS FYLDE AND WYRE
34.57	2019-02-01	2	25	02P	NHS BARNSLEY
204.91	2019-02-01	9	102	02Q	NHS BASSETLAW
215.2	2019-02-01	6	116	02T	NHS CALDERDALE
479.3	2019-02-01	9	285	02X	NHS DONCASTER
140.52	2019-02-01	4	70	02Y	NHS EAST RIDING OF YORKSHIRE
58.11	2019-02-01	2	29	03K	NHS NORTH LINCOLNSHIRE
20.05	2019-02-01	1	10	03L	NHS ROTHERHAM
136.63	2019-02-01	7	86	03N	NHS SHEFFIELD
1175.35	2019-02-01	16	599	03Q	NHS VALE OF YORK
671.07	2019-02-01	25	365	03R	NHS WAKEFIELD
394.51	2019-02-01	11	195	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
169.5	2019-02-01	7	110	04C	NHS LEICESTER CITY
506.32	2019-02-01	15	278	04V	NHS WEST LEICESTERSHIRE
354.84	2019-02-01	11	194	04Y	NHS CANNOCK CHASE
28.17	2019-02-01	1	14	05D	NHS EAST STAFFORDSHIRE
200.88	2019-02-01	9	113	05G	NHS NORTH STAFFORDSHIRE
426.13	2019-02-01	13	231	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
124.61	2019-02-01	5	62	05V	NHS STAFFORD AND SURROUNDS
372.78	2019-02-01	17	194	05W	NHS STOKE ON TRENT
455.04	2019-02-01	16	235	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
93.05	2019-02-01	4	55	06K	NHS EAST AND NORTH HERTFORDSHIRE
364.76	2019-02-01	10	181	06L	NHS IPSWICH AND EAST SUFFOLK
273.81	2019-02-01	11	154	06N	NHS HERTS VALLEYS
293.8	2019-02-01	10	155	06Q	NHS MID ESSEX
537.57	2019-02-01	19	276	06T	NHS NORTH EAST ESSEX
118.7	2019-02-01	5	59	07G	NHS THURROCK
192.28	2019-02-01	9	102	07H	NHS WEST ESSEX
41.35	2019-02-01	1	30	07K	NHS WEST SUFFOLK
110.94	2019-02-01	5	55	09D	NHS BRIGHTON AND HOVE
333.25	2019-02-01	16	179	10Q	NHS OXFORDSHIRE
47.62	2019-02-01	2	30	10R	NHS PORTSMOUTH
622.75	2019-02-01	16	353	11J	NHS DORSET
1825.82	2019-02-01	63	963	11M	NHS GLOUCESTERSHIRE
1694.43	2019-02-01	74	917	11N	NHS KERNOW
680.58	2019-02-01	15	342	11X	NHS SOMERSET
1055.12	2019-02-01	49	547	12F	NHS WIRRAL
132.4	2019-02-01	6	79	13T	NHS NEWCASTLE GATESHEAD
881.64	2019-02-01	37	453	14L	NHS MANCHESTER
345.29	2019-02-01	9	172	14Y	NHS BUCKINGHAMSHIRE
166.68	2019-02-01	5	83	15A	NHS BERKSHIRE WEST
1893.64	2019-02-01	83	980	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
951.31	2019-02-01	41	526	15E	NHS BIRMINGHAM AND SOLIHULL
753.03	2019-02-01	34	408	15F	NHS LEEDS
576.21	2019-02-01	25	334	15M	NHS DERBY AND DERBYSHIRE
7392.56	2019-02-01	318	4018	15N	NHS DEVON
440.81	2019-02-01	14	250	16C	NHS TEES VALLEY
417.3	2019-02-01	18	224	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
154.3	2019-02-01	6	90	26A	NHS NORFOLK AND WAVENEY
529.23	2019-02-01	22	274	27D	NHS CHESHIRE
736.35	2019-02-01	27	379	36J	NHS BRADFORD DISTRICT AND CRAVEN
323.55	2019-02-01	18	180	36L	NHS SOUTH WEST LONDON
469.74	2019-02-01	16	265	42D	NHS NORTH YORKSHIRE
933.54	2019-02-01	34	485	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1397.33	2019-02-01	46	709	70F	NHS WEST SUSSEX
326.69	2019-02-01	10	194	71E	NHS LINCOLNSHIRE
946.39	2019-02-01	32	519	72Q	NHS SOUTH EAST LONDON
498.16	2019-02-01	14	301	78H	NHS NORTHAMPTONSHIRE
560.59	2019-02-01	16	325	84H	NHS COUNTY DURHAM
2349.37	2019-02-01	84	1187	91Q	NHS KENT AND MEDWAY
731.53	2019-02-01	24	391	92A	NHS SURREY HEARTLANDS
373.2	2019-02-01	10	204	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
1230.02	2019-02-01	44	727	93C	NHS NORTH CENTRAL LONDON
294.35	2019-02-01	11	156	97R	NHS EAST SUSSEX
318.19	2019-02-01	13	167	99A	NHS LIVERPOOL
80.19	2019-02-01	3	40	99C	NHS NORTH TYNESIDE
68.27	2019-02-01	3	34	99E	NHS BASILDON AND BRENTWOOD
232.91	2019-02-01	5	116	99F	NHS CASTLE POINT AND ROCHFORD
207.8	2019-02-01	7	116	99G	NHS SOUTHEND
1343.5	2019-02-01	45	702	A3A8R	NHS NORTH EAST LONDON
486.32	2019-02-01	12	286	B2M3M	NHS COVENTRY AND WARWICKSHIRE
1275.25	2019-02-01	49	705	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
754.87	2019-02-01	25	395	D4U1Y	NHS FRIMLEY
643.12	2019-02-01	21	354	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
1225.81	2019-02-01	43	642	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
144.43	2019-02-01	5	72	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
1978.85	2019-02-01	65	1131	W2U3Z	NHS NORTH WEST LONDON
403.27	2019-02-01	17	220	X2C4Y	NHS KIRKLEES
130.17	2019-03-01	5	72	00L	NHS NORTHUMBERLAND
12.86	2019-03-01	1	14	00N	NHS SOUTH TYNESIDE
29.06	2019-03-01	2	25	00P	NHS SUNDERLAND
55.79	2019-03-01	2	34	00Q	NHS BLACKBURN WITH DARWEN
66.77	2019-03-01	3	31	00R	NHS BLACKPOOL
469.17	2019-03-01	14	241	00T	NHS BOLTON
441.25	2019-03-01	19	213	00V	NHS BURY
148.67	2019-03-01	7	69	00X	NHS CHORLEY AND SOUTH RIBBLE
652.13	2019-03-01	21	303	00Y	NHS OLDHAM
279.4	2019-03-01	7	154	01A	NHS EAST LANCASHIRE
389.95	2019-03-01	16	181	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
321.12	2019-03-01	10	167	01E	NHS GREATER PRESTON
182.71	2019-03-01	7	85	01F	NHS HALTON
127.81	2019-03-01	7	79	01G	NHS SALFORD
243.66	2019-03-01	11	113	01H	NHS NORTH CUMBRIA
97.57	2019-03-01	2	80	01J	NHS KNOWSLEY
835.87	2019-03-01	27	400	01K	NHS MORECAMBE BAY
165.71	2019-03-01	4	77	01T	NHS SOUTH SEFTON
96.92	2019-03-01	4	45	01V	NHS SOUTHPORT AND FORMBY
293.12	2019-03-01	11	136	01W	NHS STOCKPORT
42.94	2019-03-01	2	20	01X	NHS ST HELENS
305.9	2019-03-01	12	142	01Y	NHS TAMESIDE AND GLOSSOP
200.26	2019-03-01	8	101	02A	NHS TRAFFORD
324.66	2019-03-01	8	151	02E	NHS WARRINGTON
159.52	2019-03-01	9	74	02H	NHS WIGAN BOROUGH
227.35	2019-03-01	9	138	02M	NHS FYLDE AND WYRE
181.98	2019-03-01	9	118	02P	NHS BARNSLEY
124.84	2019-03-01	6	58	02Q	NHS BASSETLAW
184.77	2019-03-01	7	110	02T	NHS CALDERDALE
256.07	2019-03-01	11	135	02X	NHS DONCASTER
154.76	2019-03-01	3	72	02Y	NHS EAST RIDING OF YORKSHIRE
30.16	2019-03-01	1	14	03F	NHS HULL
36.61	2019-03-01	2	17	03H	NHS NORTH EAST LINCOLNSHIRE
81.68	2019-03-01	3	38	03K	NHS NORTH LINCOLNSHIRE
96.8	2019-03-01	5	53	03L	NHS ROTHERHAM
144.92	2019-03-01	8	73	03N	NHS SHEFFIELD
345	2019-03-01	8	172	03Q	NHS VALE OF YORK
404.61	2019-03-01	12	188	03R	NHS WAKEFIELD
356.53	2019-03-01	8	166	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
238.41	2019-03-01	11	163	04C	NHS LEICESTER CITY
105.74	2019-03-01	6	68	04V	NHS WEST LEICESTERSHIRE
596.63	2019-03-01	12	342	04Y	NHS CANNOCK CHASE
307.49	2019-03-01	12	159	05G	NHS NORTH STAFFORDSHIRE
241.26	2019-03-01	8	112	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
130.28	2019-03-01	6	72	05V	NHS STAFFORD AND SURROUNDS
324.62	2019-03-01	13	166	05W	NHS STOKE ON TRENT
339.2	2019-03-01	12	182	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
82.22	2019-03-01	4	44	06K	NHS EAST AND NORTH HERTFORDSHIRE
303.18	2019-03-01	10	149	06L	NHS IPSWICH AND EAST SUFFOLK
241.88	2019-03-01	7	124	06N	NHS HERTS VALLEYS
369.53	2019-03-01	9	172	06Q	NHS MID ESSEX
443.78	2019-03-01	12	212	06T	NHS NORTH EAST ESSEX
60.2	2019-03-01	1	28	07G	NHS THURROCK
48.5	2019-03-01	3	34	07H	NHS WEST ESSEX
71.68	2019-03-01	4	65	07K	NHS WEST SUFFOLK
275.51	2019-03-01	8	160	09D	NHS BRIGHTON AND HOVE
577.04	2019-03-01	24	313	10Q	NHS OXFORDSHIRE
31.08	2019-03-01	2	34	10R	NHS PORTSMOUTH
442.74	2019-03-01	18	360	11J	NHS DORSET
2152.89	2019-03-01	72	1125	11M	NHS GLOUCESTERSHIRE
2713.43	2019-03-01	111	1467	11N	NHS KERNOW
767.78	2019-03-01	15	368	11X	NHS SOMERSET
857.84	2019-03-01	42	414	12F	NHS WIRRAL
60.44	2019-03-01	3	28	13T	NHS NEWCASTLE GATESHEAD
1141.78	2019-03-01	44	538	14L	NHS MANCHESTER
220.15	2019-03-01	9	102	14Y	NHS BUCKINGHAMSHIRE
152.25	2019-03-01	7	96	15A	NHS BERKSHIRE WEST
2988.08	2019-03-01	113	1432	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
1726.05	2019-03-01	66	1128	15E	NHS BIRMINGHAM AND SOLIHULL
785.52	2019-03-01	35	397	15F	NHS LEEDS
738.03	2019-03-01	32	448	15M	NHS DERBY AND DERBYSHIRE
5881.82	2019-03-01	264	3169	15N	NHS DEVON
423.42	2019-03-01	16	244	16C	NHS TEES VALLEY
458.6	2019-03-01	19	277	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
55.89	2019-03-01	3	42	26A	NHS NORFOLK AND WAVENEY
885.27	2019-03-01	26	466	27D	NHS CHESHIRE
798.19	2019-03-01	31	463	36J	NHS BRADFORD DISTRICT AND CRAVEN
590.3	2019-03-01	24	334	36L	NHS SOUTH WEST LONDON
420.29	2019-03-01	13	230	42D	NHS NORTH YORKSHIRE
1527	2019-03-01	55	799	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
1229.13	2019-03-01	50	636	70F	NHS WEST SUSSEX
416.45	2019-03-01	14	214	71E	NHS LINCOLNSHIRE
1136.65	2019-03-01	35	632	72Q	NHS SOUTH EAST LONDON
610.48	2019-03-01	15	360	78H	NHS NORTHAMPTONSHIRE
401.73	2019-03-01	10	187	84H	NHS COUNTY DURHAM
2190.37	2019-03-01	80	1037	91Q	NHS KENT AND MEDWAY
821.88	2019-03-01	35	518	92A	NHS SURREY HEARTLANDS
409.78	2019-03-01	11	224	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
1606.88	2019-03-01	52	1015	93C	NHS NORTH CENTRAL LONDON
460.08	2019-03-01	11	214	97R	NHS EAST SUSSEX
252.27	2019-03-01	10	153	99A	NHS LIVERPOOL
