actual_cost	date	items	quantity	row_id	row_name
2990.74	2018-12-01	1252	49970	06K	NHS EAST AND NORTH HERTFORDSHIRE
1186.55	2018-12-01	560	21095	06L	NHS IPSWICH AND EAST SUFFOLK
2850.7	2018-12-01	1126	50554	06N	NHS HERTS VALLEYS
2098.79	2018-12-01	942	35121	06Q	NHS MID ESSEX
3281.71	2018-12-01	1407	55412	06T	NHS NORTH EAST ESSEX
700.92	2018-12-01	314	10662	07G	NHS THURROCK
2303.18	2018-12-01	965	38667	07H	NHS WEST ESSEX
1851.85	2018-12-01	821	32618	07K	NHS WEST SUFFOLK
1070.42	2018-12-01	494	16488	09D	NHS BRIGHTON AND HOVE
3615.41	2018-12-01	1556	66083	10Q	NHS OXFORDSHIRE
909.99	2018-12-01	386	15584	10R	NHS PORTSMOUTH
2482.24	2018-12-01	1021	35629	11J	NHS DORSET
3168.59	2018-12-01	1392	56034	11M	NHS GLOUCESTERSHIRE
2338.43	2018-12-01	986	34333	11N	NHS KERNOW
1134.18	2018-12-01	470	19380	11X	NHS SOMERSET
1566.33	2018-12-01	703	27806	12F	NHS WIRRAL
2092.05	2018-12-01	849	36320	13T	NHS NEWCASTLE GATESHEAD
2787.75	2018-12-01	1216	61510	14L	NHS MANCHESTER
2538.97	2018-12-01	1172	41162	14Y	NHS BUCKINGHAMSHIRE
2232.96	2018-12-01	976	34606	15A	NHS BERKSHIRE WEST
4097.02	2018-12-01	1867	67802	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
5661.2	2018-12-01	2200	89817	15E	NHS BIRMINGHAM AND SOLIHULL
2160.65	2018-12-01	930	39540	15F	NHS LEEDS
4174.72	2018-12-01	1870	71458	15M	NHS DERBY AND DERBYSHIRE
7305.62	2018-12-01	3196	126310	15N	NHS DEVON
2782.46	2018-12-01	1154	48691	16C	NHS TEES VALLEY
5143.48	2018-12-01	2211	83312	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
4727.91	2018-12-01	1968	82656	26A	NHS NORFOLK AND WAVENEY
2714.39	2018-12-01	1132	44163	27D	NHS CHESHIRE
1339.86	2018-12-01	510	24585	36J	NHS BRADFORD DISTRICT AND CRAVEN
6154.98	2018-12-01	2609	104004	36L	NHS SOUTH WEST LONDON
857.12	2018-12-01	387	14287	42D	NHS NORTH YORKSHIRE
3984.42	2018-12-01	1734	70268	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
4199.37	2018-12-01	1827	66283	70F	NHS WEST SUSSEX
4650	2018-12-01	2044	78465	71E	NHS LINCOLNSHIRE
7608.04	2018-12-01	3221	126575	72Q	NHS SOUTH EAST LONDON
3700.31	2018-12-01	1441	60304	78H	NHS NORTHAMPTONSHIRE
1801.89	2018-12-01	774	31482	84H	NHS COUNTY DURHAM
10003.05	2018-12-01	4311	165863	91Q	NHS KENT AND MEDWAY
4670.15	2018-12-01	1988	79438	92A	NHS SURREY HEARTLANDS
4570.51	2018-12-01	2019	76258	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
7084.42	2018-12-01	3072	130268	93C	NHS NORTH CENTRAL LONDON
2058.82	2018-12-01	899	34897	97R	NHS EAST SUSSEX
1297.7	2018-12-01	606	23563	99A	NHS LIVERPOOL
1346.61	2018-12-01	502	24330	99C	NHS NORTH TYNESIDE
2313.98	2018-12-01	941	38498	99E	NHS BASILDON AND BRENTWOOD
1388.51	2018-12-01	568	21203	99F	NHS CASTLE POINT AND ROCHFORD
1699.65	2018-12-01	719	27473	99G	NHS SOUTHEND
9987.31	2018-12-01	4410	180857	A3A8R	NHS NORTH EAST LONDON
4842.29	2018-12-01	2198	81863	B2M3M	NHS COVENTRY AND WARWICKSHIRE
3964.33	2018-12-01	1646	67113	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
3809.6	2018-12-01	1639	67002	D4U1Y	NHS FRIMLEY
6947.87	2018-12-01	3053	121177	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
5027.93	2018-12-01	2195	85038	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
1953.67	2018-12-01	769	34757	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
8745.62	2018-12-01	3853	148573	W2U3Z	NHS NORTH WEST LONDON
2145.61	2018-12-01	893	39175	X2C4Y	NHS KIRKLEES
1915.65	2019-01-01	766	32096	00L	NHS NORTHUMBERLAND
591.03	2019-01-01	245	9912	00N	NHS SOUTH TYNESIDE
1438.23	2019-01-01	636	24492	00P	NHS SUNDERLAND
570.65	2019-01-01	264	9760	00Q	NHS BLACKBURN WITH DARWEN
575.66	2019-01-01	216	8703	00R	NHS BLACKPOOL
1413.82	2019-01-01	464	20759	00T	NHS BOLTON
798.08	2019-01-01	299	12659	00V	NHS BURY
822.31	2019-01-01	330	14583	00X	NHS CHORLEY AND SOUTH RIBBLE
1391.33	2019-01-01	623	28925	00Y	NHS OLDHAM
1304.83	2019-01-01	563	23657	01A	NHS EAST LANCASHIRE
1047.04	2019-01-01	442	22052	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
978.23	2019-01-01	462	16394	01E	NHS GREATER PRESTON
386.54	2019-01-01	171	6961	01F	NHS HALTON
1359.68	2019-01-01	476	21894	01G	NHS SALFORD
2162.66	2019-01-01	917	32057	01H	NHS NORTH CUMBRIA
468.98	2019-01-01	191	8251	01J	NHS KNOWSLEY
2023.77	2019-01-01	863	31332	01K	NHS MORECAMBE BAY
464.91	2019-01-01	194	7652	01T	NHS SOUTH SEFTON
445.02	2019-01-01	191	8137	01V	NHS SOUTHPORT AND FORMBY
1176.48	2019-01-01	511	29351	01W	NHS STOCKPORT
486.45	2019-01-01	211	7782	01X	NHS ST HELENS
665.21	2019-01-01	300	12205	01Y	NHS TAMESIDE AND GLOSSOP
1324.64	2019-01-01	575	24799	02A	NHS TRAFFORD
950.23	2019-01-01	395	16632	02E	NHS WARRINGTON
279.58	2019-01-01	120	5211	02G	NHS WEST LANCASHIRE
1657.53	2019-01-01	658	29678	02H	NHS WIGAN BOROUGH
659.34	2019-01-01	262	10763	02M	NHS FYLDE AND WYRE
1176.66	2019-01-01	465	17586	02P	NHS BARNSLEY
284.39	2019-01-01	93	3992	02Q	NHS BASSETLAW
1029.53	2019-01-01	421	17039	02T	NHS CALDERDALE
967.69	2019-01-01	323	15579	02X	NHS DONCASTER
1419.27	2019-01-01	643	19979	02Y	NHS EAST RIDING OF YORKSHIRE
1146.13	2019-01-01	499	19036	03F	NHS HULL
898.73	2019-01-01	354	15599	03H	NHS NORTH EAST LINCOLNSHIRE
960.17	2019-01-01	385	12907	03K	NHS NORTH LINCOLNSHIRE
1410.76	2019-01-01	540	22067	03L	NHS ROTHERHAM
3903.24	2019-01-01	1539	63102	03N	NHS SHEFFIELD
286.46	2019-01-01	108	4970	03Q	NHS VALE OF YORK
1734.54	2019-01-01	757	25863	03R	NHS WAKEFIELD
2639.06	2019-01-01	1156	48251	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
2372.82	2019-01-01	1059	45268	04C	NHS LEICESTER CITY
2915.58	2019-01-01	1235	48700	04V	NHS WEST LEICESTERSHIRE
812.98	2019-01-01	323	15608	04Y	NHS CANNOCK CHASE
661.66	2019-01-01	278	9960	05D	NHS EAST STAFFORDSHIRE
1268.15	2019-01-01	520	20277	05G	NHS NORTH STAFFORDSHIRE
1033.39	2019-01-01	436	16903	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
900.2	2019-01-01	377	14926	05V	NHS STAFFORD AND SURROUNDS
1319.29	2019-01-01	528	22391	05W	NHS STOKE ON TRENT
6275.68	2019-01-01	2498	98005	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
3367.52	2019-01-01	1387	51711	06K	NHS EAST AND NORTH HERTFORDSHIRE
1485.51	2019-01-01	631	24566	06L	NHS IPSWICH AND EAST SUFFOLK
3042.23	2019-01-01	1180	52506	06N	NHS HERTS VALLEYS
2519.05	2019-01-01	1060	37823	06Q	NHS MID ESSEX
3859.8	2019-01-01	1626	59022	06T	NHS NORTH EAST ESSEX
785.44	2019-01-01	348	11505	07G	NHS THURROCK
2605.79	2019-01-01	1052	39248	07H	NHS WEST ESSEX
2008.18	2019-01-01	885	29974	07K	NHS WEST SUFFOLK
1193.62	2019-01-01	536	19046	09D	NHS BRIGHTON AND HOVE
4004.12	2019-01-01	1689	65780	10Q	NHS OXFORDSHIRE
1108.58	2019-01-01	446	17111	10R	NHS PORTSMOUTH
2776.94	2019-01-01	1055	38470	11J	NHS DORSET
3299.51	2019-01-01	1408	54908	11M	NHS GLOUCESTERSHIRE
2525.02	2019-01-01	1000	39026	11N	NHS KERNOW
1254.22	2019-01-01	493	19876	11X	NHS SOMERSET
1802.49	2019-01-01	773	29197	12F	NHS WIRRAL
2332.87	2019-01-01	906	36828	13T	NHS NEWCASTLE GATESHEAD
3415.59	2019-01-01	1376	61137	14L	NHS MANCHESTER
3093.63	2019-01-01	1361	52299	14Y	NHS BUCKINGHAMSHIRE
2504.12	2019-01-01	1034	37277	15A	NHS BERKSHIRE WEST
4691.12	2019-01-01	2057	71361	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
6123.3	2019-01-01	2469	97009	15E	NHS BIRMINGHAM AND SOLIHULL
2691.37	2019-01-01	1046	47411	15F	NHS LEEDS
4688.16	2019-01-01	2091	75311	15M	NHS DERBY AND DERBYSHIRE
8611.57	2019-01-01	3625	137861	15N	NHS DEVON
3306.31	2019-01-01	1321	57531	16C	NHS TEES VALLEY
5593.98	2019-01-01	2307	85174	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
5326.38	2019-01-01	2139	88460	26A	NHS NORFOLK AND WAVENEY
2783.74	2019-01-01	1171	46235	27D	NHS CHESHIRE
1449.82	2019-01-01	532	23500	36J	NHS BRADFORD DISTRICT AND CRAVEN
7538.53	2019-01-01	2999	125102	36L	NHS SOUTH WEST LONDON
991.83	2019-01-01	424	15919	42D	NHS NORTH YORKSHIRE
4881.83	2019-01-01	1995	76485	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
4537.67	2019-01-01	1886	74242	70F	NHS WEST SUSSEX
5141.3	2019-01-01	2286	78156	71E	NHS LINCOLNSHIRE
8695.53	2019-01-01	3609	136817	72Q	NHS SOUTH EAST LONDON
4101.8	2019-01-01	1597	62979	78H	NHS NORTHAMPTONSHIRE
1975.95	2019-01-01	796	30681	84H	NHS COUNTY DURHAM
11121.89	2019-01-01	4660	176311	91Q	NHS KENT AND MEDWAY
5306.36	2019-01-01	2192	91369	92A	NHS SURREY HEARTLANDS
4704.88	2019-01-01	1984	74564	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
7799.86	2019-01-01	3197	133697	93C	NHS NORTH CENTRAL LONDON
2581.64	2019-01-01	1062	40398	97R	NHS EAST SUSSEX
1647.84	2019-01-01	685	28298	99A	NHS LIVERPOOL
1439.84	2019-01-01	528	23186	99C	NHS NORTH TYNESIDE
2605.07	2019-01-01	1052	40700	99E	NHS BASILDON AND BRENTWOOD
1493.33	2019-01-01	632	20681	99F	NHS CASTLE POINT AND ROCHFORD
1866.94	2019-01-01	729	27723	99G	NHS SOUTHEND
10939.54	2019-01-01	4656	184418	A3A8R	NHS NORTH EAST LONDON
5756.29	2019-01-01	2470	93425	B2M3M	NHS COVENTRY AND WARWICKSHIRE
4766.54	2019-01-01	1916	79025	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
4320.52	2019-01-01	1791	66301	D4U1Y	NHS FRIMLEY
8119.95	2019-01-01	3388	133187	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
5631.65	2019-01-01	2440	87176	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
1927.87	2019-01-01	715	29286	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
10031.02	2019-01-01	4125	156120	W2U3Z	NHS NORTH WEST LONDON
2331.12	2019-01-01	979	37841	X2C4Y	NHS KIRKLEES
1676.62	2019-02-01	629	24279	00L	NHS NORTHUMBERLAND
405.47	2019-02-01	175	5700	00N	NHS SOUTH TYNESIDE
1121.48	2019-02-01	479	22036	00P	NHS SUNDERLAND
494.99	2019-02-01	221	9668	00Q	NHS BLACKBURN WITH DARWEN
604.27	2019-02-01	242	8370	00R	NHS BLACKPOOL
1266.96	2019-02-01	403	17387	00T	NHS BOLTON
799.26	2019-02-01	268	13010	00V	NHS BURY
582.38	2019-02-01	243	10380	00X	NHS CHORLEY AND SOUTH RIBBLE
1100.52	2019-02-01	486	23979	00Y	NHS OLDHAM
1101.44	2019-02-01	484	19749	01A	NHS EAST LANCASHIRE
937.18	2019-02-01	406	19030	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
861.98	2019-02-01	368	15752	01E	NHS GREATER PRESTON
397.13	2019-02-01	162	8075	01F	NHS HALTON
1344.4	2019-02-01	447	21379	01G	NHS SALFORD
2070.56	2019-02-01	834	30716	01H	NHS NORTH CUMBRIA
419.69	2019-02-01	178	6367	01J	NHS KNOWSLEY
1827.33	2019-02-01	762	27219	01K	NHS MORECAMBE BAY
417.2	2019-02-01	170	7279	01T	NHS SOUTH SEFTON
402.65	2019-02-01	151	6822	01V	NHS SOUTHPORT AND FORMBY
975.6	2019-02-01	414	20597	01W	NHS STOCKPORT
432.6	2019-02-01	185	7047	01X	NHS ST HELENS
582.25	2019-02-01	252	10120	01Y	NHS TAMESIDE AND GLOSSOP
1112.5	2019-02-01	482	20447	02A	NHS TRAFFORD
690.81	2019-02-01	303	12953	02E	NHS WARRINGTON
259.22	2019-02-01	99	5444	02G	NHS WEST LANCASHIRE
1458.45	2019-02-01	606	26009	02H	NHS WIGAN BOROUGH
554.51	2019-02-01	234	7275	02M	NHS FYLDE AND WYRE
904.06	2019-02-01	379	12204	02P	NHS BARNSLEY
250.28	2019-02-01	92	3882	02Q	NHS BASSETLAW
943	2019-02-01	388	15301	02T	NHS CALDERDALE
820.31	2019-02-01	314	11438	02X	NHS DONCASTER
1266.12	2019-02-01	553	17772	02Y	NHS EAST RIDING OF YORKSHIRE
843.93	2019-02-01	363	13458	03F	NHS HULL
696.23	2019-02-01	286	12471	03H	NHS NORTH EAST LINCOLNSHIRE
999.56	2019-02-01	392	14947	03K	NHS NORTH LINCOLNSHIRE
1433.54	2019-02-01	543	21785	03L	NHS ROTHERHAM
3520.2	2019-02-01	1359	61045	03N	NHS SHEFFIELD
239.08	2019-02-01	97	4111	03Q	NHS VALE OF YORK
1456.23	2019-02-01	615	25488	03R	NHS WAKEFIELD
2271.45	2019-02-01	981	38142	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
1940.92	2019-02-01	870	37709	04C	NHS LEICESTER CITY
2497.94	2019-02-01	1097	43083	04V	NHS WEST LEICESTERSHIRE
632.84	2019-02-01	250	10087	04Y	NHS CANNOCK CHASE
690.57	2019-02-01	270	10967	05D	NHS EAST STAFFORDSHIRE
983.46	2019-02-01	423	16714	05G	NHS NORTH STAFFORDSHIRE
1032.23	2019-02-01	412	15401	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
769.39	2019-02-01	341	12717	05V	NHS STAFFORD AND SURROUNDS
1093.68	2019-02-01	418	17873	05W	NHS STOKE ON TRENT
5812.17	2019-02-01	2303	96648	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
3023.24	2019-02-01	1170	50101	06K	NHS EAST AND NORTH HERTFORDSHIRE
1245.81	2019-02-01	531	19403	06L	NHS IPSWICH AND EAST SUFFOLK
2489.38	2019-02-01	1035	42268	06N	NHS HERTS VALLEYS
2053.43	2019-02-01	868	31906	06Q	NHS MID ESSEX
3297.59	2019-02-01	1342	52879	06T	NHS NORTH EAST ESSEX
867.34	2019-02-01	345	13436	07G	NHS THURROCK
2268.1	2019-02-01	881	33718	07H	NHS WEST ESSEX
1744.96	2019-02-01	748	26756	07K	NHS WEST SUFFOLK
1131.64	2019-02-01	461	16978	09D	NHS BRIGHTON AND HOVE
3208.05	2019-02-01	1365	55764	10Q	NHS OXFORDSHIRE
871.53	2019-02-01	351	14688	10R	NHS PORTSMOUTH
2219.13	2019-02-01	892	31916	11J	NHS DORSET
2901.92	2019-02-01	1242	49774	11M	NHS GLOUCESTERSHIRE
2357.95	2019-02-01	925	36095	11N	NHS KERNOW
1050.22	2019-02-01	437	19212	11X	NHS SOMERSET
1480.53	2019-02-01	662	29035	12F	NHS WIRRAL
2056.95	2019-02-01	767	32712	13T	NHS NEWCASTLE GATESHEAD
2905.73	2019-02-01	1179	57550	14L	NHS MANCHESTER
2513.58	2019-02-01	1083	42530	14Y	NHS BUCKINGHAMSHIRE
2238.65	2019-02-01	894	36288	15A	NHS BERKSHIRE WEST
3812.05	2019-02-01	1667	64744	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
5402.46	2019-02-01	2157	88707	15E	NHS BIRMINGHAM AND SOLIHULL
2214.05	2019-02-01	915	41926	15F	NHS LEEDS
4107.39	2019-02-01	1760	68269	15M	NHS DERBY AND DERBYSHIRE
7225.63	2019-02-01	3010	114451	15N	NHS DEVON
2988.06	2019-02-01	1141	49566	16C	NHS TEES VALLEY
4720.72	2019-02-01	1912	74297	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
4682.35	2019-02-01	1900	79187	26A	NHS NORFOLK AND WAVENEY
2430.67	2019-02-01	992	41952	27D	NHS CHESHIRE
1505.75	2019-02-01	546	24754	36J	NHS BRADFORD DISTRICT AND CRAVEN
6536.51	2019-02-01	2674	107616	36L	NHS SOUTH WEST LONDON
878.15	2019-02-01	367	14573	42D	NHS NORTH YORKSHIRE
4229.47	2019-02-01	1721	68642	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
3950.33	2019-02-01	1631	66404	70F	NHS WEST SUSSEX
4095.29	2019-02-01	1783	64280	71E	NHS LINCOLNSHIRE
8027.63	2019-02-01	3206	134260	72Q	NHS SOUTH EAST LONDON
3594.55	2019-02-01	1362	56919	78H	NHS NORTHAMPTONSHIRE
1771.23	2019-02-01	699	29196	84H	NHS COUNTY DURHAM
9591.57	2019-02-01	4074	157349	91Q	NHS KENT AND MEDWAY
4946.52	2019-02-01	2062	84455	92A	NHS SURREY HEARTLANDS
4068.37	2019-02-01	1731	64006	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
6943.88	2019-02-01	2805	118433	93C	NHS NORTH CENTRAL LONDON
2120.55	2019-02-01	849	34007	97R	NHS EAST SUSSEX
1268.99	2019-02-01	579	21275	99A	NHS LIVERPOOL
1128	2019-02-01	466	19192	99C	NHS NORTH TYNESIDE
2142.58	2019-02-01	842	35283	99E	NHS BASILDON AND BRENTWOOD
1315.4	2019-02-01	562	18676	99F	NHS CASTLE POINT AND ROCHFORD
1689.73	2019-02-01	635	27530	99G	NHS SOUTHEND
9576.68	2019-02-01	3991	159552	A3A8R	NHS NORTH EAST LONDON
5273.09	2019-02-01	2250	85229	B2M3M	NHS COVENTRY AND WARWICKSHIRE
4243.96	2019-02-01	1706	71368	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
3878.73	2019-02-01	1588	63009	D4U1Y	NHS FRIMLEY
7223.55	2019-02-01	3031	118126	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
4927.24	2019-02-01	2064	75904	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
1801.12	2019-02-01	697	31160	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
8965.53	2019-02-01	3703	142579	W2U3Z	NHS NORTH WEST LONDON
2047.5	2019-02-01	858	32187	X2C4Y	NHS KIRKLEES
1741.44	2019-03-01	704	27876	00L	NHS NORTHUMBERLAND
383.22	2019-03-01	168	5795	00N	NHS SOUTH TYNESIDE
1180.1	2019-03-01	510	21724	00P	NHS SUNDERLAND
569.05	2019-03-01	257	10397	00Q	NHS BLACKBURN WITH DARWEN
601.87	2019-03-01	243	9174	00R	NHS BLACKPOOL
1401.25	2019-03-01	434	21687	00T	NHS BOLTON
743.95	2019-03-01	256	14833	00V	NHS BURY
762.31	2019-03-01	301	12250	00X	NHS CHORLEY AND SOUTH RIBBLE
1226.61	2019-03-01	545	29490	00Y	NHS OLDHAM
1229.51	2019-03-01	496	22840	01A	NHS EAST LANCASHIRE
963.85	2019-03-01	388	22118	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
820.33	2019-03-01	364	13051	01E	NHS GREATER PRESTON
383.32	2019-03-01	150	7762	01F	NHS HALTON
1423.41	2019-03-01	509	23285	01G	NHS SALFORD
1998.05	2019-03-01	825	29836	01H	NHS NORTH CUMBRIA
451.54	2019-03-01	189	6963	01J	NHS KNOWSLEY
1997.58	2019-03-01	829	27693	01K	NHS MORECAMBE BAY
416.08	2019-03-01	175	5937	01T	NHS SOUTH SEFTON
433.88	2019-03-01	188	7527	01V	NHS SOUTHPORT AND FORMBY
1023.84	2019-03-01	441	22374	01W	NHS STOCKPORT
424.51	2019-03-01	179	7513	01X	NHS ST HELENS
550.26	2019-03-01	243	8750	01Y	NHS TAMESIDE AND GLOSSOP
1209.61	2019-03-01	480	22020	02A	NHS TRAFFORD
811.8	2019-03-01	317	15200	02E	NHS WARRINGTON
283.36	2019-03-01	107	5002	02G	NHS WEST LANCASHIRE
1452.31	2019-03-01	613	23957	02H	NHS WIGAN BOROUGH
619.02	2019-03-01	248	9490	02M	NHS FYLDE AND WYRE
1001.54	2019-03-01	382	14559	02P	NHS BARNSLEY
326.35	2019-03-01	95	4291	02Q	NHS BASSETLAW
919.32	2019-03-01	394	16222	02T	NHS CALDERDALE
942.45	2019-03-01	334	13843	02X	NHS DONCASTER
1116.49	2019-03-01	493	16067	02Y	NHS EAST RIDING OF YORKSHIRE
1040.08	2019-03-01	440	16003	03F	NHS HULL
902.53	2019-03-01	361	14576	03H	NHS NORTH EAST LINCOLNSHIRE
972.62	2019-03-01	385	15316	03K	NHS NORTH LINCOLNSHIRE
1377.34	2019-03-01	516	20698	03L	NHS ROTHERHAM
3553.66	2019-03-01	1388	61779	03N	NHS SHEFFIELD
285.66	2019-03-01	123	4365	03Q	NHS VALE OF YORK
1526.82	2019-03-01	663	26408	03R	NHS WAKEFIELD
2644.16	2019-03-01	1119	46587	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
2059.72	2019-03-01	889	39986	04C	NHS LEICESTER CITY
2613.93	2019-03-01	1147	43970	04V	NHS WEST LEICESTERSHIRE
559.76	2019-03-01	234	9340	04Y	NHS CANNOCK CHASE
667.54	2019-03-01	279	9830	05D	NHS EAST STAFFORDSHIRE
1020.33	2019-03-01	460	17564	05G	NHS NORTH STAFFORDSHIRE
970.16	2019-03-01	373	16482	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
776.79	2019-03-01	329	13823	05V	NHS STAFFORD AND SURROUNDS
1048.58	2019-03-01	467	18550	05W	NHS STOKE ON TRENT
5946.93	2019-03-01	2321	96060	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
2982.1	2019-03-01	1216	50402	06K	NHS EAST AND NORTH HERTFORDSHIRE
1314.12	2019-03-01	578	21426	06L	NHS IPSWICH AND EAST SUFFOLK
2699.13	2019-03-01	1071	48506	06N	NHS HERTS VALLEYS
2108.85	2019-03-01	896	31255	06Q	NHS MID ESSEX
3428.36	2019-03-01	1440	56351	06T	NHS NORTH EAST ESSEX
854.52	2019-03-01	330	13164	07G	NHS THURROCK
2264.74	2019-03-01	910	34248	07H	NHS WEST ESSEX
1852.88	2019-03-01	813	30163	07K	NHS WEST SUFFOLK
1064.31	2019-03-01	465	16899	09D	NHS BRIGHTON AND HOVE
3587.41	2019-03-01	1507	64223	10Q	NHS OXFORDSHIRE
1002.04	2019-03-01	390	16434	10R	NHS PORTSMOUTH
2528.71	2019-03-01	1026	36163	11J	NHS DORSET
3058.29	2019-03-01	1318	51114	11M	NHS GLOUCESTERSHIRE
2309.9	2019-03-01	966	36384	11N	NHS KERNOW
1051.43	2019-03-01	455	18583	11X	NHS SOMERSET
