actual_cost	date	items	quantity	row_id	row_name
16222.69	2018-12-01	7175	384514	07K	NHS WEST SUFFOLK
12332.9	2018-12-01	5463	264389	09D	NHS BRIGHTON AND HOVE
31943.11	2018-12-01	13594	697318	10Q	NHS OXFORDSHIRE
14181.37	2018-12-01	5127	304352	10R	NHS PORTSMOUTH
34417.61	2018-12-01	16068	795647	11J	NHS DORSET
27631.51	2018-12-01	14080	691968	11M	NHS GLOUCESTERSHIRE
30584.55	2018-12-01	12770	650747	11N	NHS KERNOW
40058.27	2018-12-01	13546	714656	11X	NHS SOMERSET
18123.46	2018-12-01	8744	443534	12F	NHS WIRRAL
34898.34	2018-12-01	12822	689564	13T	NHS NEWCASTLE GATESHEAD
39896.68	2018-12-01	15960	929525	14L	NHS MANCHESTER
34485.98	2018-12-01	14184	760209	14Y	NHS BUCKINGHAMSHIRE
27515.41	2018-12-01	11162	621325	15A	NHS BERKSHIRE WEST
50385.46	2018-12-01	20436	1038996	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
96988.97	2018-12-01	38962	2315238	15E	NHS BIRMINGHAM AND SOLIHULL
59058.09	2018-12-01	21927	1209640	15F	NHS LEEDS
64951.5	2018-12-01	24118	1310626	15M	NHS DERBY AND DERBYSHIRE
70384.55	2018-12-01	29231	1532602	15N	NHS DEVON
43996.38	2018-12-01	18319	957357	16C	NHS TEES VALLEY
54020.82	2018-12-01	22264	1178556	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
54561.22	2018-12-01	25369	1328191	26A	NHS NORFOLK AND WAVENEY
46100.54	2018-12-01	18672	961982	27D	NHS CHESHIRE
46516.59	2018-12-01	16425	951131	36J	NHS BRADFORD DISTRICT AND CRAVEN
82911.12	2018-12-01	34507	1987385	36L	NHS SOUTH WEST LONDON
23754.31	2018-12-01	9661	479717	42D	NHS NORTH YORKSHIRE
66327.94	2018-12-01	24296	1313975	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
44414.04	2018-12-01	19281	980634	70F	NHS WEST SUSSEX
44536.95	2018-12-01	20945	1040681	71E	NHS LINCOLNSHIRE
96467.05	2018-12-01	37634	2256331	72Q	NHS SOUTH EAST LONDON
49027.71	2018-12-01	18165	1020453	78H	NHS NORTHAMPTONSHIRE
39827.61	2018-12-01	15406	806251	84H	NHS COUNTY DURHAM
115203.35	2018-12-01	50485	2790195	91Q	NHS KENT AND MEDWAY
56946.62	2018-12-01	25505	1437422	92A	NHS SURREY HEARTLANDS
49941.21	2018-12-01	20312	1070455	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
74957.1	2018-12-01	29711	1794131	93C	NHS NORTH CENTRAL LONDON
29182.64	2018-12-01	13100	702652	97R	NHS EAST SUSSEX
28412.46	2018-12-01	13583	690261	99A	NHS LIVERPOOL
13011.99	2018-12-01	5188	270783	99C	NHS NORTH TYNESIDE
19300.15	2018-12-01	8995	466917	99E	NHS BASILDON AND BRENTWOOD
9781.04	2018-12-01	5079	235726	99F	NHS CASTLE POINT AND ROCHFORD
12962.37	2018-12-01	6041	321543	99G	NHS SOUTHEND
120303.07	2018-12-01	51118	3205680	A3A8R	NHS NORTH EAST LONDON
55017.8	2018-12-01	23709	1226772	B2M3M	NHS COVENTRY AND WARWICKSHIRE
87428.68	2018-12-01	33901	2115751	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
41986.24	2018-12-01	19077	1107225	D4U1Y	NHS FRIMLEY
70823.34	2018-12-01	32207	1747541	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
62089.44	2018-12-01	26651	1500056	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
31717.49	2018-12-01	11607	609118	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
112853.45	2018-12-01	48152	2766722	W2U3Z	NHS NORTH WEST LONDON
33202.06	2018-12-01	13726	748407	X2C4Y	NHS KIRKLEES
22805.49	2019-01-01	9610	456533	00L	NHS NORTHUMBERLAND
12778.77	2019-01-01	4592	226897	00N	NHS SOUTH TYNESIDE
21057.47	2019-01-01	8956	437617	00P	NHS SUNDERLAND
12871	2019-01-01	5564	275382	00Q	NHS BLACKBURN WITH DARWEN
13682.78	2019-01-01	5583	290017	00R	NHS BLACKPOOL
25035.49	2019-01-01	9750	516837	00T	NHS BOLTON
17636.81	2019-01-01	6505	336464	00V	NHS BURY
12515.03	2019-01-01	5375	256872	00X	NHS CHORLEY AND SOUTH RIBBLE
23706.5	2019-01-01	9770	515324	00Y	NHS OLDHAM
27610.31	2019-01-01	11025	544246	01A	NHS EAST LANCASHIRE
17173.76	2019-01-01	6939	371359	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
17215.66	2019-01-01	6783	363008	01E	NHS GREATER PRESTON
10065.98	2019-01-01	4431	227679	01F	NHS HALTON
17801.31	2019-01-01	7360	378469	01G	NHS SALFORD
23846.21	2019-01-01	10205	482057	01H	NHS NORTH CUMBRIA
13516.42	2019-01-01	5542	292002	01J	NHS KNOWSLEY
21117.49	2019-01-01	9197	422212	01K	NHS MORECAMBE BAY
10953.73	2019-01-01	5449	263414	01T	NHS SOUTH SEFTON
9113.75	2019-01-01	4110	203969	01V	NHS SOUTHPORT AND FORMBY
25585.07	2019-01-01	9519	482368	01W	NHS STOCKPORT
16290.23	2019-01-01	6703	351375	01X	NHS ST HELENS
15267.19	2019-01-01	6805	337266	01Y	NHS TAMESIDE AND GLOSSOP
13647.55	2019-01-01	6028	312571	02A	NHS TRAFFORD
14244.48	2019-01-01	6219	298451	02E	NHS WARRINGTON
5308.39	2019-01-01	2416	110650	02G	NHS WEST LANCASHIRE
24078.4	2019-01-01	10356	517890	02H	NHS WIGAN BOROUGH
13019.5	2019-01-01	5422	250818	02M	NHS FYLDE AND WYRE
19312.41	2019-01-01	8057	387737	02P	NHS BARNSLEY
6509.11	2019-01-01	3394	150456	02Q	NHS BASSETLAW
18954.96	2019-01-01	6979	346969	02T	NHS CALDERDALE
23517.26	2019-01-01	10331	498732	02X	NHS DONCASTER
19339.6	2019-01-01	9175	405821	02Y	NHS EAST RIDING OF YORKSHIRE
17523.32	2019-01-01	9001	429326	03F	NHS HULL
10471.14	2019-01-01	5314	235953	03H	NHS NORTH EAST LINCOLNSHIRE
11065.51	2019-01-01	5443	244965	03K	NHS NORTH LINCOLNSHIRE
17992.95	2019-01-01	7637	379056	03L	NHS ROTHERHAM
41981.21	2019-01-01	16364	825395	03N	NHS SHEFFIELD
22097.51	2019-01-01	8368	397394	03Q	NHS VALE OF YORK
27625.18	2019-01-01	12252	586066	03R	NHS WAKEFIELD
21772.31	2019-01-01	9186	447590	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
24059.02	2019-01-01	10391	545335	04C	NHS LEICESTER CITY
24513.81	2019-01-01	10599	513534	04V	NHS WEST LEICESTERSHIRE
8803.47	2019-01-01	4235	224889	04Y	NHS CANNOCK CHASE
9228.87	2019-01-01	4098	210051	05D	NHS EAST STAFFORDSHIRE
14663.96	2019-01-01	6250	328986	05G	NHS NORTH STAFFORDSHIRE
13351.48	2019-01-01	6034	305187	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
8775.78	2019-01-01	3971	196787	05V	NHS STAFFORD AND SURROUNDS
19387.24	2019-01-01	8415	437553	05W	NHS STOKE ON TRENT
59848.05	2019-01-01	24360	1265365	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
36532.85	2019-01-01	15982	812998	06K	NHS EAST AND NORTH HERTFORDSHIRE
21634.11	2019-01-01	11153	510557	06L	NHS IPSWICH AND EAST SUFFOLK
37278.82	2019-01-01	15799	861016	06N	NHS HERTS VALLEYS
22794.24	2019-01-01	11052	543237	06Q	NHS MID ESSEX
29127.58	2019-01-01	12679	652581	06T	NHS NORTH EAST ESSEX
10750.07	2019-01-01	5361	272485	07G	NHS THURROCK
24593.77	2019-01-01	10142	544020	07H	NHS WEST ESSEX
17762.54	2019-01-01	7916	386218	07K	NHS WEST SUFFOLK
13024.93	2019-01-01	6171	277828	09D	NHS BRIGHTON AND HOVE
32124.14	2019-01-01	14966	696956	10Q	NHS OXFORDSHIRE
15127.67	2019-01-01	5738	312523	10R	NHS PORTSMOUTH
37317.18	2019-01-01	17926	831548	11J	NHS DORSET
30349.28	2019-01-01	15258	698706	11M	NHS GLOUCESTERSHIRE
34213.45	2019-01-01	14412	666556	11N	NHS KERNOW
36395.93	2019-01-01	14163	694847	11X	NHS SOMERSET
20136.18	2019-01-01	10193	486245	12F	NHS WIRRAL
37322.07	2019-01-01	14350	732458	13T	NHS NEWCASTLE GATESHEAD
43399.54	2019-01-01	18342	997921	14L	NHS MANCHESTER
36277.5	2019-01-01	15210	761392	14Y	NHS BUCKINGHAMSHIRE
27434.9	2019-01-01	11850	616745	15A	NHS BERKSHIRE WEST
54805.58	2019-01-01	22524	1062850	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
104475.52	2019-01-01	43141	2344559	15E	NHS BIRMINGHAM AND SOLIHULL
62180.1	2019-01-01	23367	1182153	15F	NHS LEEDS
71417.55	2019-01-01	27883	1394713	15M	NHS DERBY AND DERBYSHIRE
78062.6	2019-01-01	32350	1550128	15N	NHS DEVON
52634.01	2019-01-01	22222	1100001	16C	NHS TEES VALLEY
57281.34	2019-01-01	24100	1154082	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
59996.65	2019-01-01	28295	1364991	26A	NHS NORFOLK AND WAVENEY
50436.98	2019-01-01	21123	1011294	27D	NHS CHESHIRE
48245.13	2019-01-01	16904	899704	36J	NHS BRADFORD DISTRICT AND CRAVEN
88929.85	2019-01-01	38103	2078215	36L	NHS SOUTH WEST LONDON
25480.08	2019-01-01	10939	494187	42D	NHS NORTH YORKSHIRE
73061.71	2019-01-01	28012	1400736	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
49395.37	2019-01-01	22143	1081486	70F	NHS WEST SUSSEX
51493.94	2019-01-01	24171	1102202	71E	NHS LINCOLNSHIRE
108410.51	2019-01-01	42376	2388209	72Q	NHS SOUTH EAST LONDON
51372.69	2019-01-01	19835	1023516	78H	NHS NORTHAMPTONSHIRE
38949.09	2019-01-01	16762	810769	84H	NHS COUNTY DURHAM
124639.15	2019-01-01	54503	2826171	91Q	NHS KENT AND MEDWAY
61351.37	2019-01-01	28428	1527240	92A	NHS SURREY HEARTLANDS
54358.56	2019-01-01	21849	1093955	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
80058.77	2019-01-01	32418	1830511	93C	NHS NORTH CENTRAL LONDON
33512.63	2019-01-01	15147	774400	97R	NHS EAST SUSSEX
31837.26	2019-01-01	15082	733279	99A	NHS LIVERPOOL
13782.67	2019-01-01	6191	295895	99C	NHS NORTH TYNESIDE
20541.32	2019-01-01	9753	487627	99E	NHS BASILDON AND BRENTWOOD
11452.5	2019-01-01	5604	243723	99F	NHS CASTLE POINT AND ROCHFORD
14552.74	2019-01-01	6344	312893	99G	NHS SOUTHEND
128018.04	2019-01-01	55131	3159558	A3A8R	NHS NORTH EAST LONDON
63872.08	2019-01-01	27182	1327716	B2M3M	NHS COVENTRY AND WARWICKSHIRE
92411.87	2019-01-01	36416	2065541	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
42378.3	2019-01-01	20222	1041657	D4U1Y	NHS FRIMLEY
76615.19	2019-01-01	34936	1751636	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
69133.53	2019-01-01	29753	1572939	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
35214.65	2019-01-01	12887	640726	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
122476.01	2019-01-01	52677	2805868	W2U3Z	NHS NORTH WEST LONDON
37659.42	2019-01-01	15700	798975	X2C4Y	NHS KIRKLEES
19411.26	2019-02-01	7833	404895	00L	NHS NORTHUMBERLAND
9941.56	2019-02-01	3406	180424	00N	NHS SOUTH TYNESIDE
17495.01	2019-02-01	6584	343528	00P	NHS SUNDERLAND
11695.3	2019-02-01	4433	239233	00Q	NHS BLACKBURN WITH DARWEN
10724.48	2019-02-01	4443	237670	00R	NHS BLACKPOOL
23288.54	2019-02-01	8271	480117	00T	NHS BOLTON
15797.75	2019-02-01	5468	306473	00V	NHS BURY
11368.82	2019-02-01	4163	220049	00X	NHS CHORLEY AND SOUTH RIBBLE
20845.4	2019-02-01	7864	452368	00Y	NHS OLDHAM
24741.22	2019-02-01	9182	495931	01A	NHS EAST LANCASHIRE
15685.94	2019-02-01	5602	322294	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
15830.36	2019-02-01	5578	315637	01E	NHS GREATER PRESTON
9514.83	2019-02-01	3494	206737	01F	NHS HALTON
17488.13	2019-02-01	6454	375454	01G	NHS SALFORD
20736.89	2019-02-01	8913	437745	01H	NHS NORTH CUMBRIA
11145.85	2019-02-01	4472	261005	01J	NHS KNOWSLEY
17591.95	2019-02-01	7355	358769	01K	NHS MORECAMBE BAY
9898.62	2019-02-01	4295	229125	01T	NHS SOUTH SEFTON
7162.19	2019-02-01	3198	179553	01V	NHS SOUTHPORT AND FORMBY
23433.94	2019-02-01	7612	430639	01W	NHS STOCKPORT
14378.65	2019-02-01	5430	312895	01X	NHS ST HELENS
13796.11	2019-02-01	5424	307826	01Y	NHS TAMESIDE AND GLOSSOP
12561.77	2019-02-01	5069	286031	02A	NHS TRAFFORD
13670.78	2019-02-01	5250	283583	02E	NHS WARRINGTON
4957.18	2019-02-01	1997	103169	02G	NHS WEST LANCASHIRE
21059.41	2019-02-01	8618	471914	02H	NHS WIGAN BOROUGH
10183.8	2019-02-01	4334	219554	02M	NHS FYLDE AND WYRE
15001.19	2019-02-01	6323	326560	02P	NHS BARNSLEY
5448.39	2019-02-01	2788	136366	02Q	NHS BASSETLAW
16609.56	2019-02-01	5862	307291	02T	NHS CALDERDALE
20515.96	2019-02-01	8149	432070	02X	NHS DONCASTER
16715.52	2019-02-01	7379	366136	02Y	NHS EAST RIDING OF YORKSHIRE
16478.42	2019-02-01	7108	381363	03F	NHS HULL
9610.29	2019-02-01	4421	218403	03H	NHS NORTH EAST LINCOLNSHIRE
9919.46	2019-02-01	4508	218507	03K	NHS NORTH LINCOLNSHIRE
15434.62	2019-02-01	6120	330428	03L	NHS ROTHERHAM
39809.38	2019-02-01	13870	765863	03N	NHS SHEFFIELD
20036.58	2019-02-01	6860	365766	03Q	NHS VALE OF YORK
25097.6	2019-02-01	10123	547666	03R	NHS WAKEFIELD
19389.14	2019-02-01	7840	419586	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
21857.89	2019-02-01	9047	515081	04C	NHS LEICESTER CITY
21710.51	2019-02-01	8941	480252	04V	NHS WEST LEICESTERSHIRE
8106.86	2019-02-01	3445	198801	04Y	NHS CANNOCK CHASE
7776.18	2019-02-01	3340	185515	05D	NHS EAST STAFFORDSHIRE
13081.19	2019-02-01	5287	309435	05G	NHS NORTH STAFFORDSHIRE
11385.99	2019-02-01	5006	267611	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
7701.27	2019-02-01	3303	177747	05V	NHS STAFFORD AND SURROUNDS
17746.71	2019-02-01	7099	432543	05W	NHS STOKE ON TRENT
59193.36	2019-02-01	22750	1293711	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
35416.95	2019-02-01	14192	795309	06K	NHS EAST AND NORTH HERTFORDSHIRE
18117.73	2019-02-01	8935	455928	06L	NHS IPSWICH AND EAST SUFFOLK
34475.82	2019-02-01	13973	830721	06N	NHS HERTS VALLEYS
20692.98	2019-02-01	9697	505403	06Q	NHS MID ESSEX
25941.23	2019-02-01	10819	601915	06T	NHS NORTH EAST ESSEX
10890.68	2019-02-01	4730	269478	07G	NHS THURROCK
21876.51	2019-02-01	8888	511923	07H	NHS WEST ESSEX
15987.65	2019-02-01	6591	356137	07K	NHS WEST SUFFOLK
12578.88	2019-02-01	5366	258141	09D	NHS BRIGHTON AND HOVE
29770.07	2019-02-01	13010	680586	10Q	NHS OXFORDSHIRE
13895.27	2019-02-01	5081	300682	10R	NHS PORTSMOUTH
32325.77	2019-02-01	15191	755681	11J	NHS DORSET
28023.38	2019-02-01	12651	640372	11M	NHS GLOUCESTERSHIRE
30836.76	2019-02-01	12165	623196	11N	NHS KERNOW
33101.62	2019-02-01	11655	620054	11X	NHS SOMERSET
17144.25	2019-02-01	8008	420233	12F	NHS WIRRAL
32290.45	2019-02-01	11698	638852	13T	NHS NEWCASTLE GATESHEAD
38982.32	2019-02-01	15429	928033	14L	NHS MANCHESTER
30960.84	2019-02-01	12418	673979	14Y	NHS BUCKINGHAMSHIRE
24503.56	2019-02-01	10323	585329	15A	NHS BERKSHIRE WEST
47289.02	2019-02-01	19155	989275	15C	NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE
97713.06	2019-02-01	36865	2183178	15E	NHS BIRMINGHAM AND SOLIHULL
55281.4	2019-02-01	19711	1082658	15F	NHS LEEDS
63310.72	2019-02-01	22758	1239954	15M	NHS DERBY AND DERBYSHIRE
71562.17	2019-02-01	27785	1450167	15N	NHS DEVON
45434.26	2019-02-01	17927	943519	16C	NHS TEES VALLEY
50773.76	2019-02-01	20005	1038826	18C	NHS HEREFORDSHIRE AND WORCESTERSHIRE
56825.91	2019-02-01	25325	1325758	26A	NHS NORFOLK AND WAVENEY
44682.77	2019-02-01	17287	937423	27D	NHS CHESHIRE
44925.64	2019-02-01	15341	871094	36J	NHS BRADFORD DISTRICT AND CRAVEN
83598.01	2019-02-01	33648	2009612	36L	NHS SOUTH WEST LONDON
23889.91	2019-02-01	8838	452738	42D	NHS NORTH YORKSHIRE
64498.13	2019-02-01	22924	1257920	52R	NHS NOTTINGHAM AND NOTTINGHAMSHIRE
44884.15	2019-02-01	19150	1013582	70F	NHS WEST SUSSEX
45185.04	2019-02-01	20352	1012823	71E	NHS LINCOLNSHIRE
98617.72	2019-02-01	37174	2270990	72Q	NHS SOUTH EAST LONDON
46350.61	2019-02-01	17595	980934	78H	NHS NORTHAMPTONSHIRE
40435.39	2019-02-01	14318	754769	84H	NHS COUNTY DURHAM
111737.71	2019-02-01	46605	2583507	91Q	NHS KENT AND MEDWAY
56312.4	2019-02-01	24809	1430195	92A	NHS SURREY HEARTLANDS
50251.02	2019-02-01	19353	1030419	92G	NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE
72356.95	2019-02-01	28366	1705516	93C	NHS NORTH CENTRAL LONDON
31124.72	2019-02-01	13050	719388	97R	NHS EAST SUSSEX
27944.58	2019-02-01	12340	663579	99A	NHS LIVERPOOL
12027.98	2019-02-01	5008	258512	99C	NHS NORTH TYNESIDE
17862.79	2019-02-01	8482	448505	99E	NHS BASILDON AND BRENTWOOD
10017.77	2019-02-01	4658	212496	99F	NHS CASTLE POINT AND ROCHFORD
12019.18	2019-02-01	5371	292631	99G	NHS SOUTHEND
114374.91	2019-02-01	47257	2891204	A3A8R	NHS NORTH EAST LONDON
58349.43	2019-02-01	23811	1265508	B2M3M	NHS COVENTRY AND WARWICKSHIRE
84145.9	2019-02-01	30757	1908107	D2P2L	NHS BLACK COUNTRY AND WEST BIRMINGHAM
40578.09	2019-02-01	18069	1024565	D4U1Y	NHS FRIMLEY
71672.01	2019-02-01	31632	1739185	D9Y0V	NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT
62793.83	2019-02-01	25353	1446600	M1J4Y	NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES
32334.04	2019-02-01	11172	606747	M2L0M	NHS SHROPSHIRE, TELFORD AND WREKIN
111801.31	2019-02-01	47316	2709841	W2U3Z	NHS NORTH WEST LONDON
31527.36	2019-02-01	12477	671333	X2C4Y	NHS KIRKLEES
20494.18	2019-03-01	7865	401673	00L	NHS NORTHUMBERLAND
10445.81	2019-03-01	3246	171825	00N	NHS SOUTH TYNESIDE
18093.96	2019-03-01	6402	344267	00P	NHS SUNDERLAND
12342.23	2019-03-01	4391	244178	00Q	NHS BLACKBURN WITH DARWEN
10638.3	2019-03-01	4303	234154	00R	NHS BLACKPOOL
24446.92	2019-03-01	7980	487009	00T	NHS BOLTON
16013.6	2019-03-01	4922	288605	00V	NHS BURY
12453.95	2019-03-01	4290	233717	00X	NHS CHORLEY AND SOUTH RIBBLE
21945.53	2019-03-01	7625	458859	00Y	NHS OLDHAM
25142.31	2019-03-01	8922	503893	01A	NHS EAST LANCASHIRE
15818.44	2019-03-01	5358	318869	01D	NHS HEYWOOD, MIDDLETON AND ROCHDALE
16406.88	2019-03-01	5533	310843	01E	NHS GREATER PRESTON
9053.33	2019-03-01	3253	189104	01F	NHS HALTON
18826.36	2019-03-01	6279	359128	01G	NHS SALFORD
21868.86	2019-03-01	8227	431252	01H	NHS NORTH CUMBRIA
13376.88	2019-03-01	4379	275094	01J	NHS KNOWSLEY
18710.01	2019-03-01	7361	361141	01K	NHS MORECAMBE BAY
11019.25	2019-03-01	4220	234920	01T	NHS SOUTH SEFTON
7277.89	2019-03-01	3153	170519	01V	NHS SOUTHPORT AND FORMBY
23153.31	2019-03-01	7189	410344	01W	NHS STOCKPORT
15566.44	2019-03-01	5273	308888	01X	NHS ST HELENS
14723.14	2019-03-01	5300	309421	01Y	NHS TAMESIDE AND GLOSSOP
12998.57	2019-03-01	4630	268054	02A	NHS TRAFFORD
13923.33	2019-03-01	4627	266790	02E	NHS WARRINGTON
5150.76	2019-03-01	1984	102567	02G	NHS WEST LANCASHIRE
22163.11	2019-03-01	8125	458571	02H	NHS WIGAN BOROUGH
11031.26	2019-03-01	4131	212129	02M	NHS FYLDE AND WYRE
15085.18	2019-03-01	5857	323944	02P	NHS BARNSLEY
5458.75	2019-03-01	2588	125327	02Q	NHS BASSETLAW
16324.11	2019-03-01	5658	310698	02T	NHS CALDERDALE
22314.26	2019-03-01	8200	460326	02X	NHS DONCASTER
16715.33	2019-03-01	6993	350508	02Y	NHS EAST RIDING OF YORKSHIRE
18103.98	2019-03-01	6892	378826	03F	NHS HULL
10007.53	2019-03-01	4330	214196	03H	NHS NORTH EAST LINCOLNSHIRE
9495.94	2019-03-01	4100	200739	03K	NHS NORTH LINCOLNSHIRE
17088.17	2019-03-01	6046	335544	03L	NHS ROTHERHAM
40287.37	2019-03-01	13680	760857	03N	NHS SHEFFIELD
20934.17	2019-03-01	6680	342066	03Q	NHS VALE OF YORK
25978.36	2019-03-01	9676	535767	03R	NHS WAKEFIELD
21792.25	2019-03-01	7813	436153	03W	NHS EAST LEICESTERSHIRE AND RUTLAND
23578.63	2019-03-01	8908	543505	04C	NHS LEICESTER CITY
22656.97	2019-03-01	8874	480381	04V	NHS WEST LEICESTERSHIRE
9719.16	2019-03-01	3343	198640	04Y	NHS CANNOCK CHASE
8388.63	2019-03-01	3316	187588	05D	NHS EAST STAFFORDSHIRE
13210.8	2019-03-01	5277	304202	05G	NHS NORTH STAFFORDSHIRE
13161.19	2019-03-01	4894	291214	05Q	NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
7703.17	2019-03-01	3334	182609	05V	NHS STAFFORD AND SURROUNDS
18847.33	2019-03-01	7119	444890	05W	NHS STOKE ON TRENT
52954.4	2019-03-01	20123	1117257	06H	NHS CAMBRIDGESHIRE AND PETERBOROUGH
36191.39	2019-03-01	13496	774974	06K	NHS EAST AND NORTH HERTFORDSHIRE
20096.7	2019-03-01	9049	475513	06L	NHS IPSWICH AND EAST SUFFOLK
